,sample_id,study,project,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth Rate (1/hr),Isolate Type,Additional Details,project_reference,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,DOI,GEO,SRX,Run,R1,R2,contact,creator,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,run_date,BioProject,BioSample,ScientificName,GEO Sample,PMID,aerobicity,approx_OD,dilution_rate,growth_phase,reference_condition,time,passed_replicate_correlations
SRX5000493,ppGpp__wt_delrelA_05m__1,,ppGpp,wt_delrelA_05m,1,MG1655 with inactive relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180431,,,,,True,,True,True,ppGpp:wt_delrelA_05m,,,8/20/19 10:19,PRJNA504613,SAMN10405320,Escherichia coli K-12,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:05:00,True
SRX5000494,ppGpp__wt_delrelA_05m__2,,ppGpp,wt_delrelA_05m,2,MG1655 with inactive relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180430,,,,,True,,True,True,ppGpp:wt_delrelA_05m,,,8/20/19 10:19,PRJNA504613,SAMN10405319,Escherichia coli K-12,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:05:00,True
SRX5000495,ppGpp__wt_delrelA_10m__2,,ppGpp,wt_delrelA_10m,2,MG1655 with inactive relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180429,,,,,True,,True,True,ppGpp:wt_delrelA_10m,,,8/20/19 10:19,PRJNA504613,SAMN10405322,Escherichia coli K-12,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:10:00,True
SRX5000496,ppGpp__wt_delrelA_10m__3,,ppGpp,wt_delrelA_10m,3,MG1655 with inactive relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180428,,,,,True,,True,True,ppGpp:wt_delrelA_10m,,,8/20/19 10:19,PRJNA504613,SAMN10405321,Escherichia coli K-12,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:10:00,True
SRX5000497,ppGpp__wt_delrelA_00m__1,,ppGpp,wt_delrelA_00m,1,MG1655 with inactive relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180427,,,,,True,,True,True,ppGpp:wt_delrelA_00m,,,8/20/19 10:19,PRJNA504613,SAMN10405315,Escherichia coli,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:00:00,True
SRX5000498,ppGpp__wt_delrelA_00m__2,,ppGpp,wt_delrelA_00m,2,MG1655 with inactive relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180426,,,,,True,,True,True,ppGpp:wt_delrelA_00m,,,8/20/19 10:19,PRJNA504613,SAMN10405314,Escherichia coli,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:00:00,True
SRX5000499,ppGpp__wt_delrelA_05m__3,,ppGpp,wt_delrelA_05m,3,MG1655 with inactive relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180425,,,,,True,,True,True,ppGpp:wt_delrelA_05m,,,8/20/19 10:19,PRJNA504613,SAMN10405318,Escherichia coli K-12,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:05:00,True
SRX5000500,ppGpp__wt_delrelA_00m__3,,ppGpp,wt_delrelA_00m,3,MG1655 with inactive relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180424,,,,,True,,True,True,ppGpp:wt_delrelA_00m,,,8/20/19 10:19,PRJNA504613,SAMN10405317,Escherichia coli K-12,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:00:00,True
SRX5000501,ppGpp__mut_relAtrunc_10m__1,,ppGpp,mut_relAtrunc_10m,1,MG1655 1-2- with truncated relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180423,,,,,True,,True,True,ppGpp:mut_relAtrunc_10m,,,8/20/19 10:19,PRJNA504613,SAMN10405348,Escherichia coli K-12,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:10:00,True
SRX5000502,ppGpp__mut_relAtrunc_05m__1,,ppGpp,mut_relAtrunc_05m,1,MG1655 1-2- with truncated relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180422,,,,,True,,True,True,ppGpp:mut_relAtrunc_05m,,,8/20/19 10:19,PRJNA504613,SAMN10405347,Escherichia coli K-12,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:05:00,True
SRX5000503,ppGpp__mut_relAtrunc_05m__2,,ppGpp,mut_relAtrunc_05m,2,MG1655 1-2- with truncated relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180421,,,,,True,,True,True,ppGpp:mut_relAtrunc_05m,,,8/20/19 10:19,PRJNA504613,SAMN10405346,Escherichia coli K-12,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:05:00,True
SRX5000504,ppGpp__wt_relAtrunc_10m__1,,ppGpp,wt_relAtrunc_10m,1,MG1655 with truncated relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180420,,,,,True,,True,True,ppGpp:wt_relAtrunc_10m,,,8/20/19 10:19,PRJNA504613,SAMN10405339,Escherichia coli K-12,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:10:00,True
SRX5000505,ppGpp__wt_relAtrunc_10m__2,,ppGpp,wt_relAtrunc_10m,2,MG1655 with truncated relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180419,,,,,True,,True,True,ppGpp:wt_relAtrunc_10m,,,8/20/19 10:19,PRJNA504613,SAMN10405340,Escherichia coli K-12,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:10:00,True
SRX5000506,ppGpp__wt_relAtrunc_10m__3,,ppGpp,wt_relAtrunc_10m,3,MG1655 with truncated relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180418,,,,,True,,True,True,ppGpp:wt_relAtrunc_10m,,,8/20/19 10:19,PRJNA504613,SAMN10405341,Escherichia coli K-12,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:10:00,True
SRX5000507,ppGpp__mut_relAtrunc_00m__1,,ppGpp,mut_relAtrunc_00m,1,MG1655 1-2- with truncated relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180417,,,,,True,,True,True,ppGpp:mut_relAtrunc_00m,,,8/20/19 10:19,PRJNA504613,SAMN10405342,Escherichia coli K-12,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:00:00,True
SRX5000508,ppGpp__wt_relAtrunc_00m__3,,ppGpp,wt_relAtrunc_00m,3,MG1655 with truncated relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180416,,,,,True,,True,True,ppGpp:wt_relAtrunc_00m,,,8/20/19 10:19,PRJNA504613,SAMN10405335,Escherichia coli K-12,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:00:00,True
SRX5000509,ppGpp__wt_relAtrunc_05m__1,,ppGpp,wt_relAtrunc_05m,1,MG1655 with truncated relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180415,,,,,True,,True,True,ppGpp:wt_relAtrunc_05m,,,8/20/19 10:19,PRJNA504613,SAMN10405336,Escherichia coli K-12,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:05:00,True
SRX5000510,ppGpp__wt_relAtrunc_05m__2,,ppGpp,wt_relAtrunc_05m,2,MG1655 with truncated relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180414,,,,,True,,True,True,ppGpp:wt_relAtrunc_05m,,,8/20/19 10:19,PRJNA504613,SAMN10405337,Escherichia coli K-12,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:05:00,True
SRX5000511,ppGpp__wt_relAtrunc_05m__3,,ppGpp,wt_relAtrunc_05m,3,MG1655 with truncated relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180413,,,,,True,,True,True,ppGpp:wt_relAtrunc_05m,,,8/20/19 10:19,PRJNA504613,SAMN10405338,Escherichia coli K-12,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:05:00,True
SRX5000512,ppGpp__mut_relAtrunc_00m__2,,ppGpp,mut_relAtrunc_00m,2,MG1655 1-2- with truncated relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180412,,,,,True,,True,True,ppGpp:mut_relAtrunc_00m,,,8/20/19 10:19,PRJNA504613,SAMN10405343,Escherichia coli K-12,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:00:00,True
SRX5000513,ppGpp__mut_relAtrunc_00m__3,,ppGpp,mut_relAtrunc_00m,3,MG1655 1-2- with truncated relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180411,,,,,True,,True,True,ppGpp:mut_relAtrunc_00m,,,8/20/19 10:19,PRJNA504613,SAMN10405344,Escherichia coli K-12,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:00:00,True
SRX5000514,ppGpp__mut_relAtrunc_10m__2,,ppGpp,mut_relAtrunc_10m,2,MG1655 1-2- with truncated relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180410,,,,,True,,True,True,ppGpp:mut_relAtrunc_10m,,,8/20/19 10:19,PRJNA504613,SAMN10405350,Escherichia coli K-12,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:10:00,True
SRX5000515,ppGpp__mut_relAtrunc_05m__3,,ppGpp,mut_relAtrunc_05m,3,MG1655 1-2- with truncated relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180409,,,,,True,,True,True,ppGpp:mut_relAtrunc_05m,,,8/20/19 10:19,PRJNA504613,SAMN10405345,Escherichia coli K-12,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:05:00,True
SRX5000516,ppGpp__mut_relAtrunc_10m__3,,ppGpp,mut_relAtrunc_10m,3,MG1655 1-2- with truncated relA,,Batch,,MOPS EZ Rich,37.0,7.0,,,,,ampicillin(100ug/mL),,,,,,Illumina HiSeq 2000,SINGLE,ILLUMINA,,,,,SRR8180408,,,,,True,,True,True,ppGpp:mut_relAtrunc_10m,,,8/20/19 10:19,PRJNA504613,SAMN10405349,Escherichia coli K-12,,30971496,aerobic,0.2,,,wt_delrelA_00m,0:10:00,True
SRX5002935,rrna_stress__del_7prrn_BBB__1,,rrna_stress,del_7prrn_BBB,1,MG1655 del_7prrn pKK3535-HBB,,,,M9,,,,,,,,,,,,,Illumina HiSeq 2500,SINGLE,ILLUMINA,,,,,SRR8183059,,,,,True,,True,True,rrna_stress:del_7prrn_BBB,,,12/1/18 0:13,PRJNA487814,SAMN09910665,Escherichia coli str. K-12 substr. MG1655,,,,,,,wt_BBB,,True
SRX5002936,rrna_stress__del_7prrn_BBB__2,,rrna_stress,del_7prrn_BBB,2,MG1655 del_7prrn pKK3535-HBB,,,,M9,,,,,,,,,,,,,Illumina HiSeq 2500,SINGLE,ILLUMINA,,,,,SRR8183058,,,,,True,,True,True,rrna_stress:del_7prrn_BBB,,,12/1/18 0:13,PRJNA487814,SAMN09910666,Escherichia coli str. K-12 substr. MG1655,,,,,,,wt_BBB,,True
SRX5002937,rrna_stress__del_7prrn_BBB__3,,rrna_stress,del_7prrn_BBB,3,MG1655 del_7prrn pKK3535-BBB ,,,,M9,,,,,,,,,,,,,Illumina HiSeq 2500,SINGLE,ILLUMINA,,,,,SRR8183057,,,,,True,,True,True,rrna_stress:del_7prrn_BBB,,,12/1/18 0:13,PRJNA487814,SAMN09910661,Escherichia coli str. K-12 substr. MG1655,,,,,,,wt_BBB,,True
SRX5002943,rrna_stress__del_7prrn_BBB__4,,rrna_stress,del_7prrn_BBB,4,MG1655 del_7prrn pKK3535-BBB ,,,,M9,,,,,,,,,,,,,Illumina HiSeq 2500,SINGLE,ILLUMINA,,,,,SRR8183051,,,,,True,,True,True,rrna_stress:del_7prrn_BBB,,,12/1/18 0:13,PRJNA487814,SAMN09910659,Escherichia coli str. K-12 substr. MG1655,,,,,,,wt_BBB,,True
SRX5002944,rrna_stress__del_7prrn_BBB__5,,rrna_stress,del_7prrn_BBB,5,MG1655 del_7prrn pKK3535-BBB ,,,,M9,,,,,,,,,,,,,Illumina HiSeq 2500,SINGLE,ILLUMINA,,,,,SRR8183050,,,,,True,,True,True,rrna_stress:del_7prrn_BBB,,,12/1/18 0:13,PRJNA487814,SAMN09910660,Escherichia coli str. K-12 substr. MG1655,,,,,,,wt_BBB,,True
SRX5002948,rrna_stress__del_7prrn_BBB__6,,rrna_stress,del_7prrn_BBB,6,MG1655 del_7prrn pKK3535-HBB,,,,M9,,,,,,,,,,,,,Illumina HiSeq 2500,SINGLE,ILLUMINA,,,,,SRR8183046,,,,,True,,True,True,rrna_stress:del_7prrn_BBB,,,12/1/18 0:13,PRJNA487814,SAMN09910667,Escherichia coli str. K-12 substr. MG1655,,,,,,,wt_BBB,,True
SRX5002951,rrna_stress__wt_BBB__1,,rrna_stress,wt_BBB,1,MG1655 pKK3535-BBB,,,,M9,,,,,,,,,,,,,Illumina HiSeq 4000,SINGLE,ILLUMINA,,,,,SRR8183043,,,,,True,,True,True,rrna_stress:wt_BBB,,,12/1/18 0:13,PRJNA487814,SAMN09910672,Escherichia coli str. K-12 substr. MG1655,,,,,,,wt_BBB,,True
SRX5002952,rrna_stress__wt_BBB__2,,rrna_stress,wt_BBB,2,MG1655 pKK3535-BBB,,,,M9,,,,,,,,,,,,,Illumina HiSeq 4000,SINGLE,ILLUMINA,,,,,SRR8183042,,,,,True,,True,True,rrna_stress:wt_BBB,,,12/1/18 0:13,PRJNA487814,SAMN09910671,Escherichia coli str. K-12 substr. MG1655,,,,,,,wt_BBB,,True
SRX5002954,rrna_stress__wt_BBB__3,,rrna_stress,wt_BBB,3,MG1655 pKK3535-BBB,,,,M9,,,,,,,,,,,,,Illumina HiSeq 4000,SINGLE,ILLUMINA,,,,,SRR8183040,,,,,True,,True,True,rrna_stress:wt_BBB,,,12/1/18 0:13,PRJNA487814,SAMN09910673,Escherichia coli str. K-12 substr. MG1655,,,,,,,wt_BBB,,True
SRX5002957,rrna_stress__wt_HBB__1,,rrna_stress,wt_HBB,1,MG1655 pKK3535-BBB,,,,M9,,,,,,,,,,,,,Illumina HiSeq 4000,SINGLE,ILLUMINA,,,,,SRR8183037,,,,,True,,True,True,rrna_stress:wt_HBB,,,12/1/18 0:13,PRJNA487814,SAMN09910679,Escherichia coli str. K-12 substr. MG1655,,,,,,,wt_BBB,,True
SRX5002959,rrna_stress__wt_HBB__2,,rrna_stress,wt_HBB,2,MG1655 pKK3535-BBB,,,,M9,,,,,,,,,,,,,Illumina HiSeq 4000,SINGLE,ILLUMINA,,,,,SRR8183035,,,,,True,,True,True,rrna_stress:wt_HBB,,,12/1/18 0:13,PRJNA487814,SAMN09910677,Escherichia coli str. K-12 substr. MG1655,,,,,,,wt_BBB,,True
SRX5002960,rrna_stress__wt_HBB__3,,rrna_stress,wt_HBB,3,MG1655 pKK3535-BBB,,,,M9,,,,,,,,,,,,,Illumina HiSeq 4000,SINGLE,ILLUMINA,,,,,SRR8183034,,,,,True,,True,True,rrna_stress:wt_HBB,,,12/1/18 0:13,PRJNA487814,SAMN09910678,Escherichia coli str. K-12 substr. MG1655,,,,,,,wt_BBB,,True
SRX5002987,rrna_stress__del_rpoS_HBB__1,,rrna_stress,del_rpoS_HBB,1,BW25113 del_rpoS pkK3535-HBB,,,,M9,,,,,,,,,,,,,Illumina HiSeq 4000,SINGLE,ILLUMINA,,,,,SRR8183007,,,,,True,,True,True,rrna_stress:del_rpoS_HBB,,,12/1/18 0:13,PRJNA487814,SAMN09910712,Escherichia coli BW25113,,,,,,,wt_BBB,,True
SRX5002988,rrna_stress__del_rpoS_HBB__2,,rrna_stress,del_rpoS_HBB,2,BW25113 del_rpoS pkK3535-HBB,,,,M9,,,,,,,,,,,,,Illumina HiSeq 4000,SINGLE,ILLUMINA,,,,,SRR8183006,,,,,True,,True,True,rrna_stress:del_rpoS_HBB,,,12/1/18 0:13,PRJNA487814,SAMN09910711,Escherichia coli BW25113,,,,,,,wt_BBB,,True
SRX5002991,rrna_stress__del_rpoS_BBB__1,,rrna_stress,del_rpoS_BBB,1,BW25113 del_rpoS pkK3535-BBB,,,,M9,,,,,,,,,,,,,Illumina HiSeq 4000,SINGLE,ILLUMINA,,,,,SRR8183003,,,,,True,,True,True,rrna_stress:del_rpoS_BBB,,,12/1/18 0:13,PRJNA487814,SAMN09910708,Escherichia coli BW25113,,,,,,,wt_BBB,,True
SRX5002992,rrna_stress__del_rpoS_BBB__2,,rrna_stress,del_rpoS_BBB,2,BW25113 del_rpoS pkK3535-BBB,,,,M9,,,,,,,,,,,,,Illumina HiSeq 4000,SINGLE,ILLUMINA,,,,,SRR8183002,,,,,True,,True,True,rrna_stress:del_rpoS_BBB,,,12/1/18 0:13,PRJNA487814,SAMN09910707,Escherichia coli BW25113,,,,,,,wt_BBB,,True
SRX5002993,rrna_stress__del_rpoS_HBB__3,,rrna_stress,del_rpoS_HBB,3,BW25113 del_rpoS pkK3535-HBB,,,,M9,,,,,,,,,,,,,Illumina HiSeq 4000,SINGLE,ILLUMINA,,,,,SRR8183001,,,,,True,,True,True,rrna_stress:del_rpoS_HBB,,,12/1/18 0:13,PRJNA487814,SAMN09910710,Escherichia coli BW25113,,,,,,,wt_BBB,,True
SRX5002994,rrna_stress__del_rpoS_BBB__3,,rrna_stress,del_rpoS_BBB,3,BW25113 del_rpoS pkK3535-BBB,,,,M9,,,,,,,,,,,,,Illumina HiSeq 4000,SINGLE,ILLUMINA,,,,,SRR8183000,,,,,True,,True,True,rrna_stress:del_rpoS_BBB,,,12/1/18 0:13,PRJNA487814,SAMN09910709,Escherichia coli BW25113,,,,,,,wt_BBB,,True
SRX5060279,sdsR_ryeA__wt_8h__1,,sdsR_ryeA,wt_8h,1,MG1655,,batch,,LB,37.0,7.0,,,,,,,,,,,Illumina HiSeq 2500,SINGLE,ILLUMINA,,,GSE122921,,SRR8242103,,,,,True,,True,True,sdsR_ryeA:wt_8h,,,7/2/19 15:56,PRJNA506920,SAMN10476786,Escherichia coli str. K-12 substr. MG1655,GSM3488484,31270363,aerobic,,,stationary,wt_8h,,True
SRX5060283,sdsR_ryeA__wt_8h__2,,sdsR_ryeA,wt_8h,2,MG1655,,batch,,LB,37.0,7.0,,,,,,,,,,,Illumina HiSeq 2500,SINGLE,ILLUMINA,,,GSE122921,,SRR8242107,,,,,True,,True,True,sdsR_ryeA:wt_8h,,,7/2/19 15:56,PRJNA506920,SAMN10476781,Escherichia coli str. K-12 substr. MG1655,GSM3488488,31270363,aerobic,,,stationary,wt_8h,,True
SRX5130586,t7_time__t7_5min__1,,t7_time,t7_5min,1,MG1655 infect_T7,,,,,37.0,,,,,,,,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,SRR8317889,,,,,True,,True,True,t7_time:t7_5min,,,5/2/19 10:38,PRJNA510064,SAMN10593542,Escherichia coli,,,,,,,t7_5min,,True
SRX5130587,t7_time__t7_5min__2,,t7_time,t7_5min,2,MG1655 infect_T7,,,,,37.0,,,,,,,,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,SRR8317890,,,,,True,,True,True,t7_time:t7_5min,,,5/2/19 10:38,PRJNA510064,SAMN10593541,Escherichia coli,,,,,,,t7_5min,,True
SRX5130588,t7_time__t7_10min__1,,t7_time,t7_10min,1,MG1655 infect_T7,,,,,37.0,,,,,,,,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,SRR8317891,,,,,True,,True,True,t7_time:t7_10min,,,5/2/19 10:38,PRJNA510064,SAMN10593540,Escherichia coli,,,,,,,t7_5min,,True
SRX5130596,t7_time__t7_5min__3,,t7_time,t7_5min,3,MG1655 infect_T7,,,,,37.0,,,,,,,,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,SRR8317899,,,,,True,,True,True,t7_time:t7_5min,,,5/2/19 10:38,PRJNA510064,SAMN10593532,Escherichia coli,,,,,,,t7_5min,,True
SRX5130597,t7_time__t7_5min__4,,t7_time,t7_5min,4,MG1655 infect_T7,,,,,37.0,,,,,,,,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,SRR8317900,,,,,True,,True,True,t7_time:t7_5min,,,5/2/19 10:38,PRJNA510064,SAMN10593531,Escherichia coli,,,,,,,t7_5min,,True
SRX5130598,t7_time__t7_10min__2,,t7_time,t7_10min,2,MG1655 infect_T7,,,,,37.0,,,,,,,,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,SRR8317901,,,,,True,,True,True,t7_time:t7_10min,,,5/2/19 10:38,PRJNA510064,SAMN10593530,Escherichia coli,,,,,,,t7_5min,,True
SRX5130606,t7_time__t7_5min__5,,t7_time,t7_5min,5,MG1655 infect_T7,,,,,37.0,,,,,,,,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,SRR8317909,,,,,True,,True,True,t7_time:t7_5min,,,5/2/19 10:38,PRJNA510064,SAMN10593527,Escherichia coli,,,,,,,t7_5min,,True
SRX5130607,t7_time__t7_5min__6,,t7_time,t7_5min,6,MG1655 infect_T7,,,,,37.0,,,,,,,,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,SRR8317910,,,,,True,,True,True,t7_time:t7_5min,,,5/2/19 10:38,PRJNA510064,SAMN10593526,Escherichia coli,,,,,,,t7_5min,,True
SRX5204053,biocide__bzcl_12h__1,,biocide,bzcl_12h,1,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Benzalkonium Chloride(3.63mg/L),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394573,,,,,True,,True,True,biocide:bzcl_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693053,Escherichia coli str. K-12 substr. MG1655,GSM3539143,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204054,biocide__bzcl_12h__2,,biocide,bzcl_12h,2,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Benzalkonium Chloride(3.63mg/L),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394574,,,,,True,,True,True,biocide:bzcl_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693050,Escherichia coli str. K-12 substr. MG1655,GSM3539144,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204055,biocide__bzcl_12h__3,,biocide,bzcl_12h,3,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Benzalkonium Chloride(3.63mg/L),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394575,,,,,True,,True,True,biocide:bzcl_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693049,Escherichia coli str. K-12 substr. MG1655,GSM3539145,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204056,biocide__etoh_12h__1,,biocide,etoh_12h,1,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Ethanol(2.8%),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394576,,,,,True,,True,True,biocide:etoh_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693047,Escherichia coli str. K-12 substr. MG1655,GSM3539146,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204057,biocide__etoh_12h__2,,biocide,etoh_12h,2,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Ethanol(2.8%),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394577,,,,,True,,True,True,biocide:etoh_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693044,Escherichia coli str. K-12 substr. MG1655,GSM3539147,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204058,biocide__etoh_12h__3,,biocide,etoh_12h,3,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Ethanol(2.8%),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394578,,,,,True,,True,True,biocide:etoh_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693042,Escherichia coli str. K-12 substr. MG1655,GSM3539148,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204059,biocide__gluald_12h__1,,biocide,gluald_12h,1,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Glutaraldehyde(29uM),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394579,,,,,True,,True,True,biocide:gluald_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693041,Escherichia coli str. K-12 substr. MG1655,GSM3539149,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204060,biocide__gluald_12h__2,,biocide,gluald_12h,2,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Glutaraldehyde(29uM),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394580,,,,,True,,True,True,biocide:gluald_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693028,Escherichia coli str. K-12 substr. MG1655,GSM3539150,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
